StockCode,Description,sales,revenue
35051B,PINK BEADED CONE CHRISTMAS,14,5
35071,ASSORTED SANTA CHRISTMAS DECORATION,48,40
35085E,IVORY ROSE LAMPSHADE ,39,44
35095A,BLUE VICTORIAN FABRIC OVAL BOX,1665,605
35095B,RED VICTORIAN FABRIC OVAL BOX,1824,659
35096A,BLUE VICTORIAN FABRIC HEART BOX,710,228
35096B,RED VICTORIAN FABRIC HEART BOX,288,102
35160,BUDDHA INCENSE HOLDER ASSORTED,2176,1587
35233,PASTA ENAMEL/BRASS CONTAINER,10,37
35240,ENAMEL BLUE RIM OVAL TRAY SET/2,48,407
35241,ENAMEL BLUE RIM BISCUIT BIN,271,1281
35265,COLOURFUL FLOWER FRUIT BOWL,20,78
35271S,GOLD PRINT PAPER BAG,414,84
35400,WOODEN BOX ADVENT CALENDAR ,1239,10710
35443,RASTA IN BATH W SPLIFF ASHTRAY,15,12
35471A,SET OF 3 BIRD L.BLUE FEATHER,360,349
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1950,1059
35537,CANDLE RING W/CLEAR BEADS,13,5
35591T,TURQUOISE CHRISTMAS TREE ,17,21
35594,WOODEN CHRISTMAS TREE 3 HANGING,138,57
35596,WOOD XMAS TREE 9 FIG SHELVES,29,24
35597A,DUSTY PINK CHRISTMAS TREE 30CM,10,12
35597B,BLACKCHRISTMAS TREE 30CM,18,22
35597D,PINK/WHITE CHRISTMAS TREE 30CM,58,25
35598A,DUSTY PINK CHRISTMAS TREE 60CM,10,29
35598B,BLACK CHRISTMAS TREE 60CM,919,792
35598C,WHITE CHRISTMAS TREE 60CM,3,8
35598D,PINK/WHITE CHRISTMAS TREE 60CM,1642,1099
35599B,BLACK CHRISTMAS TREE 120CM,249,828
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,322,866
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,140,476
35603B,S/16 BLACK SHINY/MAT BAUBLES,48,20
35603C,SET/16 WHITE SHINY & MATT BAUBLES,80,47
35607A,PINK FLUFFY CHRISTMAS DECORATION,545,103
35607B,BLACK FEATHER CHRISTMAS DECORATION,310,58
35609A,PINK FEATHER CHRISTMAS DECORATION,427,82
35610A,PINK CHRISTMAS FLOCK DROPLET ,138,92
35610B,BLACK CHRISTMAS FLOCK DROPLET ,179,144
35610C,WHITE CHRISTMAS FLOCK DROPLET ,91,73
35611B,BLACK ASSORTED DROPLET DECORATION,59,22
35633B,BLUE TINSEL GARLAND ,130,24
35637A,IVORY STRING CURTAIN WITH POLE ,541,1250
35637C,PINK STRING CURTAIN WITH POLE,97,273
35638A,PINK AND BLACK STRING CURTAIN,39,88
35638B,PINK/BLUE STRING CURTAIN ,115,268
35644,PAIR PINK/BLACK COATHANGERS,21,40
35645,VINTAGE BEAD PINK JEWEL BOX,51,216
35646,VINTAGE BEAD PINK EVENING BAG,533,753
35647,VINTAGE BEAD PINK SHADE ,525,652
35648,VINTAGE BEAD PINK PURSE ,867,937
35649,VINTAGE BEAD COSMETIC BAG ,1776,1195
35650,VINTAGE BEAD PINK JEWEL STAND,3,14
35651,VINTAGE BEAD PINK SCARF ,337,612
35652,VINTAGE BEAD CHAISE LONG JEWEL BOX,18,21
35653,VINTAGE BEAD NOTEBOOK,183,539
35654,VINTAGE BEAD FILLED PINK CUSHION,12,59
35751C,PURPLE CURRENT CANDLE RING,31,12
35751D,PINK CURRENT CANDLE RING,28,5
35793,S/3 PUPPIES CHRISTMAS DECORATIONS,101,174
35809A,ENAMEL PINK TEA CONTAINER,1037,1297
35809B,ENAMEL BLUE RIM TEA CONTAINER,81,162
35810A,ENAMEL PINK COFFEE CONTAINER,1117,1282
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,307,446
35811A,ENAMEL PINK SUGAR CONTAINER,391,581
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",93,35
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",168,75
35816B,"ACRYLIC JEWEL ANGEL,BLUE",137,52
35816P,"ACRYLIC JEWEL ANGEL,PINK",292,124
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",142,56
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",406,202
35817P,PINK ACRYLIC JEWEL SNOWFLAKE,12,4
35818B,"ACRYLIC JEWEL ICICLE, BLUE",403,168
35818P,"ACRYLIC JEWEL ICICLE, PINK",549,208
35819B,"ACRYLIC HANGING JEWEL,BLUE",381,182
35819P,"ACRYLIC HANGING JEWEL,PINK",95,66
35821B,"JEWELLED DECORATION,BLUE",150,57
35821P,"JEWELLED DECORATION,PINK",2,5
35822B,"ACRYLIC BEAD CHAIN, BLUE",229,87
35822P,"ACRYLIC BEAD CHAIN, PINK",114,43
35823P,"ACRYLIC BEAD GARLAND,PINK",2,5
35824B,"HANGING FLOWERS+MIRROR,BLUE",527,200
35824C,"HANGING FLOWERS+MIRROR,CLEAR",235,117
35824P,"HANGING FLOWERS+MIRROR,PINK",324,136
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,1687,4995
35833G,4 GOLD FLOCK CHRISTMAS BALLS,126,198
35833P,4 PINK FLOCK CHRISTMAS BALLS,161,241
35837,SET OF SIX SILVER+RED FLOCK BAUBLES,2,1
35838A,S/6 MULTICOLOUR ORNAMENETAL CANDLE,171,176
35838B,S/6 SILVER ORNAMENETAL CANDLE,97,82
35840,FLAT GLASS  BAUBLE WHITE FLOCK ,36,51
35909A,RABBIT EASTER DECORATION,20,59
35909B,PINK FLOWERS RABBIT EASTER,16,47
35910A,MULTICOLOUR EASTER RABBIT ,52,101
35910B,PINK FLOWERS RABBIT EASTER,27,52
35911A,MULTICOLOUR RABBIT EGG WARMER,260,309
35911B,PINK/FLOWER RABBIT EGG WARMER ,57,119
35912B,WHITE/PINK CHICK DECORATION,283,326
35913B,WHITE/PINK CHICK EASTER DECORATION,97,82
35914,PINK CHICK EGG WARMER + EGG CUP,175,246
35915A,CREAM KNITTED HEN,288,365
35915B,BLUE KNITTED HEN ,434,606
35915C,PEACH KNITTED HEN ,388,530
35916A,YELLOW FELT HANGING HEART W FLOWER,51,43
35916B,BLUE FELT HANGING HEART W FLOWER,31,26
35916B,BLUE FELT HANGING HEART WITH FLOWER,6,5
35916C,PINK FELT HANGING HEART W FLOWER,85,72
35918B,BLUE FLORIBUNDA EGG WARMER,10,12
35920,FOUR RABBIT EASTER DECORATIONS,1065,275
35921,EASTER BUNNY HANGING GARLAND,154,192
35922,EASTER BUNNY WREATH,76,362
35923,CANDY HEART HANGING DECORATION,1453,866
35924,HANGING FAIRY CAKE DECORATION,2003,3554
35930,PINK HEART CHRISTMAS DECORATION,1,0
35931,PINK STAR CHRISTMAS DECORATION,156,78
35932,PINK CHRISTMAS TREE DECORATION,37,15
35933,PINK STOCKING CHRISTMAS DECORATION,312,118
35936,CERISE+GOLD CHRISTMAS TREE DEC,36,13
35937,CERISE+GOLD CHRISTMAS STOCKING DEC,188,71
35945,GOLD CHRISTMAS STOCKING DECORATION,1,1
35950,FOLKART HEART CHRISTMAS DECORATIONS,1,1
35951,FOLKART BAUBLE CHRISTMAS DECORATION,1339,671
35953,FOLKART STAR CHRISTMAS DECORATIONS,3300,1636
35954,SMALL FOLKART STAR CHRISTMAS DEC,1975,621
35955,SMALL FOLKART CHRISTMAS TREE DEC,135,34
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,3313,806
35958,FOLKART ZINC STAR CHRISTMAS DEC,1100,935
35961,FOLKART ZINC HEART CHRISTMAS DEC,10651,8229
35962,12 ASS ZINC CHRISTMAS DECORATIONS,429,900
35962,SET/12 ZINC CHRISTMAS DECORATIONS,91,191
35963,FOLKART ZINC CLIP ON ANGEL WINGS,101,38
35964,FOLKART CLIP ON STARS,1005,487
35965,FOLKART HEART NAPKIN RINGS,375,713
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,244,92
35967,FOLK ART METAL STAR T-LIGHT HOLDER,786,310
35968,FOLK ART METAL HEART T-LIGHT HOLDER,701,264
35969,FOLKART CROWN TABLE DECORATIONS,450,376
35970,ZINC FOLKART SLEIGH BELLS,7851,12806
35971,ROSE FOLKART HEART DECORATIONS,1836,1633
35972,DAISY FOLKART HEART DECORATION,389,486
35973,GERANIUM FOLKART HEART DECORATION,47,58
35974,S/6 CHRISTMAS TREE PLACE SETTING,1,3
35976B,WHITE SCANDINAVIAN HEART CHRISTMAS,1,1
35979,SIX STRING SCANDINAVIAN HEART DECS,83,244
35980B,RED TOP SCANDINAVIAN HEART ,4,1
35980C,REDWHITE STRIPE SCANDINAVIAN HEART ,375,142
35981C,WHITE SNOW SCANDINAVIAN STOCKING ,563,266
35991,SET/6 BLACK SNOWFLAKE T-LIGHTS ,387,201
35995,SET/6 BLACK GLITTER REINDEER CANDLE,4,3
35999,S/6 SCANDINAVIAN HEART T-LIGHT,1,2
37112,YELLOW BIRDS FELT DES FOODCOVER,9,33
37326,FAIRY DESIGN MUGS,1,1
37327,ASSTD MULTICOLOUR CIRCLES MUG,1535,759
37330,BIG POLKADOT MUG,78,128
37330,SPOTS MUG,426,744
37333,"RETRO ""TEA FOR ONE"" ",120,545
37340,MULTICOLOUR SPRING FLOWER MUG,13083,2539
37342,POLKADOT COFFEE CUP & SAUCER PINK,1443,1165
37342,SPOTTY COFFEE CUP & SAUCER,28,82
37343,POLKADOT MUG PINK ,178,262
37343,SPOTS DESIGN MUG W PINK INSIDE,784,1129
37345,ASSTD HEARTS DESIGN MUGS,318,536
37348,SET OF 4 PASTEL STACKING MUGS,13,33
37351,ORANGE FLOWER MUG ,5395,571
37352,BIRD IN TREE MUG ,4643,504
37370,RETRO COFFEE MUGS ASSORTED,6948,7897
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,30,37
37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,1122,181
37399,"ASS RETROSPOOF MUGS,SPORTS",143,75
37408,ASSORTED DESIGN GEISHA GIRL MUGS,5,6
37409,ASSORTED DESIGN FLOWER MUGS,7,5
37410,BLACK AND WHITE PAISLEY FLOWER MUG,25685,3019
37413,ICON MUG REVOLUTIONARY,701,283
37422,WHITE WITH BLACK CATS BOWL,344,141
37423,WHITE WITH BLACK CATS PLATE,6091,716
37424,WHITE WITH BLACK CATS MUG,5153,975
37432,MUG PINK AND PURPLE ARABIC DESIGN,6,3
37438,FUNKY FLOWER COFFEE POT,1,3
37441,ASSORTED WHITE EMBOSSED CHINA MUGS,674,1307
37444A,YELLOW BREAKFAST CUP AND SAUCER,2684,433
37444B,BLUE BREAKFAST CUP AND SAUCER ,1996,338
37444C,PINK BREAKFAST CUP AND SAUCER ,1596,341
37446,MINI CAKE STAND WITH HANGING CAKES,3496,4677
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2693,3876
37448,CERAMIC CAKE DESIGN SPOTTED MUG,4394,6308
37449,CERAMIC CAKE STAND + HANGING CAKES,2277,20204
37450,CERAMIC CAKE BOWL + HANGING CAKES,2337,6398
37451,CERAMIC CAKE TEAPOT WITH CHERRY,1,4
37461,FUNKY MONKEY MUG,710,697
37462B,"PET MUG, BUDGIE",119,49
37462E,"PET MUG, GOLDFISH",81,28
37464,ROBOT MUG IN DISPLAY BOX,275,330
37467,PIG MUG IN TWO COLOUR DESIGNS,212,131
37468,HARDMAN MUG 3 ASSORTED,63,24
37471,MULTICOLOUR DOTS PLATE,688,71
37471,MULTICOLOUR POLKADOT PLATE,696,78
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,58,559
37475,SET/4 COLOURFUL MIXING BOWLS,94,891
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,44,420
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",11,41
37477C,"FLOWER FAIRY MUG+COASTER,ROSE",6,22
37479B,CUBIC MUG FLOCK BLUE ON BROWN,1240,1011
37479P,CUBIC MUG FLOCK PINK ON BROWN,125,70
37481,CUBIC MUG TEATIME CAKES,6,15
37482B,CUBIC MUG BLUE POLKA DOT,1249,1093
37482P,CUBIC MUG PINK POLKA DOT,104,265
37482P,CUBIC MUG PINK POLKADOT,532,356
37483,ENGLISH ROSE MUG IN GIFT BOX,143,232
37484,ENGLISH ROSE TEA FOR ONE GIFT BOX,1,6
37485,ENGLISH ROSE TEA SET IN GIFT BOX,49,207
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,68,19
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,31,19
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,43,33
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,38,30
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,25,17
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,46,28
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,7,11
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,10,16
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,16,26
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,14,23
37492A,YELLOW RED FLOWER PIGGY BANK,107,206
37492B,BLUE YELLOW FLOWER PIGGY BANK,488,937
37492C,GREEN BLUE FLOWER PIGGY BANK,241,472
37492D,PURPLE GREEN FLOWER PIGGY BANK,359,664
37494A,FAIRY CAKE CERAMIC BUTTER DISH,192,523
37495,FAIRY CAKE BIRTHDAY CANDLE SET,1500,5336
37500,TEA TIME TEAPOT IN GIFT BOX,823,6126
37501,TEA TIME TEA SET IN GIFT BOX,436,3006
37502,TEA TIME MUG IN GIFT BOX,806,2300
37503,TEA TIME CAKE STAND IN GIFT BOX,2384,23784
37506,NEW ENGLAND MILK JUG W GIFT BOX,28,166
37508,NEW ENGLAND CERAMIC CAKE SERVER,87,221
37509,NEW ENGLAND MUG W GIFT BOX,28,71
40001, WHITE BAMBOO RIBS LAMPSHADE,210,148
40001,WHITE BAMBOO RIBS LAMPSHADE,1942,1411
40002,WHITE BAMBOO RIBS LAMPSHADE,78,66
40003,WHITE BAMBOO RIBS LAMPSHADE,1129,1195
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,33,28
40016,CHINESE DRAGON PAPER LANTERNS,15301,4961
40018E,TEA TIME PAPER LANTERNS,334,630
40018F,CHERRY DESIGN PAPERLANTERNS,1064,2000
40046A,RED DAISY PAPER LAMPSHADE,321,387
40046C,PINK BUTTERFLY PAPER LAMPSHADE,3,3
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,39,16
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,68,28
44091A,BLUE CRUSOE CHECK LAMPSHADE,18,7
44091C,MULTICOLOUR CRUSOE CHECK LAMPSHADE,48,20
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,15,12
44092C,PURPLE/COPPER HANGING LAMPSHADE,21,17
44217M,MULTICOLOUR FEATHERS CURTAIN,72,236
44228,CANNABIS LEAF BEAD CURTAIN,48,40
44230,SQUARE MIRROR CURTAIN,207,1434
44234,ASSORTED CIRCULAR MOBILE,1156,221
44235,ASS COL CIRCLE MOBILE ,752,276
44235,ASSORTED COLOURED CIRCLE MOBILE ,64,26
44236,PINK/PURPLE CIRCLE CURTAIN,64,112
44241C,BLUE BUTTERFLY ON SPRING,68,57
44242A,LILAC FEATHERS CURTAIN,14,11
44242B,PINK FEATHERS CURTAIN,106,117
44265,M/COLOUR POM-POM CURTAIN,8,34
45008C,DECORATIVE NET CANOPY CREAM,68,541
45013,FOLDING SHOE TIDY,48,131
45014,FOLDING SHIRT TIDY,1,4
45016,DECORATIVE NET CANOPY LEOPARD,73,248
46000M,POLYESTER FILLER PAD 45x45cm,3133,3851
46000P,POLYESTER FILLER PAD 65CMx65CM,212,901
46000R,POLYESTER FILLER PAD 45x30cm,239,346
46000S,POLYESTER FILLER PAD 40x40cm,3451,5003
46000U,POLYESTER FILLER PAD 30CMx30CM,251,313
46037A,PINK CANVAS DES CUSHION COVER ,6,7
46115B,GREEN POP ART MAO CUSHION COVER ,286,54
46118,FUNKY MONKEY CUSHION COVER,324,275
46126A,ELVIS WALLHANGING / CURTAIN,297,371
46137D,GREEN CHENILLE SHAGGY RUG,43,126
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,59,74
46138D,GREEN CHENILLE SHAGGY C/COVER,1,1
46307,ROSES BLUE BASE CUSHION COVER ,12,19
46775A,BUBBLE GUM CHUNKY KNITTED THROW ,5,84
46775B,BERRIES CHUNKY KNITTED THROW ,5,84
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,52,881
46775E,CANDY POP CHUNKY KNITTED THROW ,15,254
46776A,WOVEN BUBBLE GUM CUSHION COVER,190,363
46776B,WOVEN BERRIES CUSHION COVER ,194,383
46776C,WOVEN FROST CUSHION COVER,102,238
46776D,WOVEN SUNSET CUSHION COVER ,23,113
46776E,WOVEN CANDY CUSHION COVER ,93,193
46776F,WOVEN ROSE GARDEN CUSHION COVER ,172,362
47013A,WINE BOTTLE DRESSING LT.BLUE,141,39
47013C,WINE BOTTLE DRESSING DARK BLUE,138,33
47016,LIGHT DECORATION BATTERY OPERATED,31,65
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,631,371
47310M,SMALL POP BOX FUNKY MONKEY,172,210
47310M,"SMALL POP BOX,FUNKY MONKEY",401,462
47341A,FUSCHIA TABLE RUN FLOWER ,29,46
47341B,BLUE TABLE RUN FLOWER,48,67
47343A,FUSCHIA FLOWER PURSE WITH BEADS,200,206
47344B,BLUE FLOWER DES PURSE,54,56
47347B,BLUE FLOWER T-LIGHT HOLDER,236,169
47348A,FUSCHIA VOILE POINTY SHOE DEC,103,62
47351B,BLUE  VOILE LAMPSHADE,98,269
47367B,PAIR PADDED HANGERS PINK CHECK,151,527
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,22,64
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,22,67
47420,ASSORTED COLOUR SUCTION CUP HOOK,354,67
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,1437,561
47422,ASSORTED MONKEY SUCTION CUP HOOK,1076,415
47469,ASSORTED SHAPES PHOTO CLIP SILVER ,1094,512
47471,RAINBOW PEGS PHOTO CLIP STRING,381,226
47480,HANGING PHOTO CLIP ROPE LADDER,1556,2441
47481,50CM METAL STRING WITH  7 CLIPS,316,244
47502,POLKADOT CUTLERY 24 PCS IN TRAY,617,6307
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,2846,1396
47503E,ASS FLORAL PRINT SCISSORS,6828,1169
47503F,ASS FLORAL PRINT TORCH,2567,729
47503G,ASS FLORAL PRINT TAPE MEASURE,235,289
47503H,ASS FLORAL PRINT SPIRIT LEVEL ,147,191
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,280,1994
47503K,ASSORTED FLORAL SECATEURS,3141,1293
47504E,ENGLISH ROSE SCISSORS,4372,871
47504F,ENGLISH ROSE TORCH,526,193
47504G,ENGLISH ROSE TAPE MEASURE,256,315
47504H,ENGLISH ROSE SPIRIT LEVEL ,989,940
47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,3,23
47504K,ENGLISH ROSE GARDEN SECATEURS,2580,2769
47505,MINATURE COLOURED GARDENING SET,716,3331
47518F,ICON PLACEMAT POP ART ELVIS,900,144
47552A,DOTS IRONING BOARD COVER,12,23
47554,S/3 COLOURS FLOCK TEA TOWELS,1,2
47556,SET/2 SPOTTY + ROSE TEA TOWELS ,1,2
47556B,TEA TIME TEA TOWELS ,5141,13363
47559B,TEA TIME OVEN GLOVE,4970,5977
47562,ENGLISH ROSE IRONING BOARD COVER,104,390
47563A,RETRO LONGBOARD IRONING BOARD COVER,224,347
47563B,WAVELINE SURF IRONING BOARD COVER,8,30
47566,PARTY BUNTING,23464,103283
47566B,TEA TIME PARTY BUNTING,5612,24255
47567B,TEA TIME KITCHEN APRON,2128,11321
47568,ENGLISH ROSE DESIGN PEG BAG,2262,4478
47569,ENGLISH ROSE DESIGN SHOPPING BAG,1,2
47570,ENGLISH ROSE TABLE CLOTH,207,2096
47570B,TEA TIME TABLE CLOTH,928,8852
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,440,442
47574B,ENGLISH ROSE SCENTED HANGING HEART,49,208
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,280,238
47579,TEA TIME BREAKFAST BASKET,170,357
47580,TEA TIME DES TEA COSY,1533,3651
47581B,FAIRY CAKE WICKER PICNIC BASKET ,33,420
47583A,SET OF 3 WICKER BASKET ROSE,70,561
47583B,SET OF 3 WICKER BASKET TEA AND CAKE,27,332
47585A,PINK FAIRY CAKE CUSHION COVER,913,1773
47586A,PINK FAIRY CAKE CUSHION COVER,199,262
47587A,PINK FAIRY CAKE COASTER,2676,1049
47589,CONGRATULATIONS BUNTING,148,806
47590A,BLUE HAPPY BIRTHDAY BUNTING,4681,23531
47590B,PINK HAPPY BIRTHDAY BUNTING,5652,28581
47591A,CAROUSEL CHILDRENS APRON,11,18
47591A,CAROUSEL DES CHILD'S APRON,87,143
47591B,SCOTTIES CHILDRENS APRON,423,647
47591B,SCOTTIES DES CHILD'S APRON,236,389
47591C,BLUE FAIRY CAKE CHILD'S APRON,991,1792
47591C,BLUE FAIRY CAKE CHILDRENS APRON,4,7
47591D,PINK FAIRY CAKE CHILD'S APRON,3325,6032
47591D,PINK FAIRY CAKE CHILDRENS APRON,5839,10704
47592A,CAROUSEL CHILDRENS OVERALL,38,79
47592A,CAROUSEL DES CHILD'S OVERALL,156,327
47592B,SCOTTIE DOGS CHILDRENS OVERALL,3,6
47592B,SCOTTIES DESIGN CHILD'S OVERALL,44,92
47593A,CAROUSEL DESIGN BABY BIB,75,93
47593A,CAROUSEL PONIES BABY BIB,115,116
47593B,SCOTTIE DOGS BABY BIB,1730,760
47593B,SCOTTIES DESIGN BABY BIB,101,126
47594A,CAROUSEL DESIGN WASHBAG,280,545
47594B,SCOTTIES DESIGN WASHBAG,313,610
47597,NEW ENGLAND TEATOWELS,124,316
47598,NEW ENGLAND EGG WARMER,120,66
47599A,PINK PARTY BAGS,5878,10841
47599B,BLUE PARTY BAGS ,3441,6476
48103,DOOR MAT KISS MY.......,13,95
48103,DOORMAT KISS MY.......,22,106
48111,DOOR MAT 3 SMILEY CATS,1773,9861
48111,DOORMAT 3 SMILEY CATS,2290,13552
48116,DOOR MAT MULTICOLOUR STRIPE,1037,6270
48116,DOORMAT MULTICOLOUR STRIPE,2273,12541
48129,DOOR MAT TOPIARY,1020,6407
48129,DOORMAT TOPIARY,2048,12345
48138,DOOR MAT UNION FLAG,3733,24216
48138,DOORMAT UNION FLAG,6146,40053
48173A,DOOR MAT BLUE FLOCK,1,6
48173C,DOOR MAT BLACK FLOCK ,1220,6922
48173C,DOORMAT BLACK FLOCK ,2813,15618
48175,DOOR MAT CAMOUFLAGE,38,152
48179,DOOR MAT SWEET HOME,28,131
48184,DOOR MAT ENGLISH ROSE ,1445,9343
48184,DOORMAT ENGLISH ROSE ,3158,20298
48185,DOOR MAT FAIRY CAKE,1642,10347
48185,DOORMAT FAIRY CAKE,4760,29116
48187,DOOR MAT NEW ENGLAND,1953,12520
48187,DOORMAT NEW ENGLAND,5146,31461
48188,DOOR MAT WELCOME PUPPIES,1414,7835
48188,DOORMAT WELCOME PUPPIES,3345,19178
48189,DOOR MAT FRIENDSHIP ,431,2934
48189,DOORMAT FRIENDSHIP ,795,4099
48194,DOOR MAT HEARTS,1654,9715
48194,DOORMAT HEARTS,5788,35069
48195,DOOR MAT GREEN PAISLEY ,253,1409
48197,DOOR MAT BIRD ON THE WIRE,562,3337
48197,DOORMAT BIRD ON THE WIRE,223,1100
51008,AFGHAN SLIPPER SOCK PAIR,2567,8251
51012C,"FEATHER DUSTER, COAL BLACK",170,212
51012L,"FEATHER DUSTER, LIGHT PINK",10,12
51014A,"FEATHER PEN,HOT PINK",6048,3787
51014C,"FEATHER PEN,COAL BLACK",3843,2321
51014L,"FEATHER PEN,LIGHT PINK",3238,2014
51020A,SUMMER FUN DESIGN SHOWER CAP,1302,462
51020B,STRIPY DESIGN SHOWER CAP,1084,488
62018,SOMBRERO ,9548,12413
62043B,BLUE CHECK BAG W HANDLE 34X20CM,54,75
62074B,ELEPHANT CLIP W SUCTION CUP,34,14
62086A,PINK RETRO BIG FLOWER BAG,110,214
62094B,TURQ ICE CREAM BUM BAG ,251,405
62095B,TURQOISE ICE CREAM SUNHAT,289,304
62096A,PINK/YELLOW FLOWERS HANDBAG,337,439
62096B,PURPLE/TURQ FLOWERS HANDBAG,209,278
62097A,PINK STRIPES SHOULDER BAG,1,2
62097B,BLUE STRIPES SHOULDER BAG,11,13
70006,LOVE HEART POCKET WARMER,4184,3495
70007,HI TEC ALPINE HAND WARMER,1089,1114
71028B,SILVER BLUE EGG T-LIGHT HOLDER,483,189
71038,WHITE HANGING BEADS CANDLE HOLDER,717,3789
71050,SMALL SINGLE FLAME CANDLE HOLDER,51,17
71053,WHITE METAL LANTERN,4306,15309
71053,WHITE MOROCCAN METAL LANTERN,47,199
71101A,ANGEL ON KNEES METAL POLE 100CM H,6,5
71101E,STANDING FAIRY POLE SUPPORT ,777,626
71143,SILVER BOOK MARK WITH BEADS,78,66
71215,METAL BASE FOR CANDLES,177,68
71270,PHOTO CLIP LINE,320,401
71279,PINK GLASS CANDLEHOLDER,251,730
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",127,374
71406C,BLACK ORANGE SQUEEZER,206,86
71434B,"BLACK RND BULLET""KEEP CLEAN"" BIN",1,2
71459,HANGING JAM JAR T-LIGHT HOLDER,29255,22805
71459,HANGING JAM JAR T-LIGHT HOLDERS,2413,1867
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,13874,39822
71477,COLOURED GLASS STAR T-LIGHT HOLDER,996,3474
71495A,CD WALL TIDY BLUE OFFICE,213,77
71495B,CD WALL TIDY RED FLOWERS,288,106
71496A,A4 WALL TIDY BLUE OFFICE,228,124
71496B,A4 WALL TIDY RED FLOWERS,15,8
71510,SQUARE METAL CANDLEHOLDER BASE,177,112
72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,3699,1470
72023F,RED ORGANIC CANDLE IN GLASS,613,627
72024U,LILAC VOTIVE CANDLE,218,45
72038P,PRICE'S CANDLE PEACH,1050,116
72045D,ROSES ON BLUE TEACUP CANDLE ,536,905
72051S,BAG OF SILVER STONES,141,59
72083A,STRAWBERY SWIRL FLARE CANDLE,24,50
72084B,CHOCOLATE ICE CREAM CANDLE,2,3
72122,COFFEE SCENT PILLAR CANDLE,531,504
72127,COLUMBIAN CANDLE ROUND ,358,429
72128,COLUMBIAN CANDLE ROUND,686,397
72129,COLUMBIAN CANDLE ROUND ,73,47
72130,COLUMBIAN CANDLE ROUND,741,291
72131,COLUMBIAN CANDLE RECTANGLE,746,688
72132,COLUMBIAN CUBE CANDLE,548,460
72133,COLUMBIAN CANDLE RECTANGLE,99,102
72134,COLUMBIAN  CUBE CANDLE ,320,109
72140E,BEST DAD CANDLE LETTERS,216,153
72140F,HAPPY ANNIVERSARY CANDLE LETTERS,175,69
72225C,LAVENDER SCENT CAKE CANDLE,1877,454
72225D,VANILLA SCENT CAKE CANDLE ,960,218
72232,FENG SHUI PILLAR CANDLE,6268,1190
72267,PREMIUM CHURCH CANDLE,247,479
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1914,3734
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,3646,7035
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,5681,10779
72369A,PINK CLEAR GLASS CANDLE PLATE,53,66
72484,ROSES IN WHITE HEART CANDLE ,1805,958
72487,ROSES WHITE ROUND CANDLE,826,351
72529W,WHITE ADVENT CANDLE,443,829
72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",1036,435
